"No","Name","Date","Comment","Star"
"8310","Cimody Cim","23-05-2019","SHOPEE GAJELAS MASA TIBA2 KE LOGOUT SENDIRI, MAU LOGIN LAMA BENER GAMASUK MASUK!","3"
"8311","Sumayyah Abdurrahman","23-05-2019","good","5"
"8312","lf.purwoko Big Boss","23-05-2019","bagus sih app nya, cuman loading nya tambah berat skg. klo bisa sih diperbaiki lagi app nya","3"
"8313","Sherlly Paulus","23-05-2019","I love this shopping app, sangat friendly user, tapi stlh terakhir di update 2 hari yg lalu 21 Mei, kok sy tidak bisa mengecek status pengiriman barang, alias halaman dikemas, barang dikirim, penilaian nya kosong, tdk bisa diakses?","5"
"8314","Warsito Ibrahim","23-05-2019","Pengajuan pengembalian barang tidak akan diproses meskipun barang sudah kita kirim balik, saya sudah kirim dan sudah masuk ke 12 hari tidak juga diproses, akhir barang dikirim lagi ke kita padahal barang tidak sesuai ukuran, jadi bajunya tidak dipakai, buang buang duit aja. Mending pakai LAZADA pros...Full Review","1"
"8315","Handoyo Susanto","23-05-2019","Free ongkir","3"
"8316","darwin santoso","23-05-2019","chat tidak mau ngeload, mohon diupdate dan dibetulkan","1"
"8317","Sheila Han","23-05-2019","error when there are a lot of promo things","2"
"8318","penny faustina","23-05-2019","sering down, lemotttt.. hrs lbh diperbaiki lagi","3"
"8319","A Channel","23-05-2019","kok jadi sering nge-blank ya aplikasinya..?","2"
"8320","Untari Syafitri","23-05-2019","makin pelit dapetin koin shoppe skrng. beli pulsa di shoppe transaksi pengiriman nya lama sekali. abis di update bukannya makin cepet malah makin lola aja akunnya 😤😤","1"
"8321","Iqbal Thamrin77","23-05-2019","ol yg bagus","5"
"8322","Niko K","23-05-2019","sdh dua hari tidak bisa dibuka alplikasi nya. notifikasi masuk, tetapi di buka blank, chat masuk, tetapi di buka blank. lama2 pembeli hengkang semua. saya sebagai penjual benar2 dirugikan. tidak bisa proses pesanan, tidak bisa jawab chat. sangat tidak profesional shopee indonesia. marketplace lain t...Full Review","2"
"8323","Anindya Putri H","23-05-2019","mau tanya sama pihak shopee, kok aplikasi saya jadi tidak muncul apa2 yah setelah update? putih bersih gitu tidak muncul apapun. padahal sinyal hp juga sedang bagus.","4"
"8324","Ali Musri","23-05-2019","goood","5"
"8325","Dent Bagoes","23-05-2019","good choice","5"
"8326","Hasan Ashar","23-05-2019","good","5"
"8327","tris not","23-05-2019","tiba tiba ga bisa buka beranda. error atau gimana?","4"
"8328","A M","23-05-2019","good. so far I really enjoyed it.","5"
"8329","Gusfina Sonata","23-05-2019","Dari 5 bintang turun ke 3 bintang^^;. Notifikasi pada aplikasi shopee memberitahukan ada pesan baru. Tetapi setelah di cek, ternyata tidak ada. Barulah saat aplikasi dibuka +10 jam kemudian, pesan itu muncul. Padahal ini sudah masalah lama. Tetapi sampai sekarang pun belum berhasil diselesaikan ya??...Full Review","3"
"8330","Huiana Sufiani","23-05-2019","i never win the games and many seller give free delivery","3"
"8331","Indri Rizqia","23-05-2019","free ongkirrr","5"
"8332","Femmy Rachman","23-05-2019","aplikasi shopee sedang trouble ya? dari kmrn saya buka gak bisa..tlng diperbaiki","3"
"8333","Dio Fanie","23-05-2019","Tidak keluar gambar sama sekali","2"
"8334","abidzar alghiffari","23-05-2019","susah terima otp","2"
"8335","Soepedroo channel","23-05-2019","okee","5"
"8336","suryaintari pw","23-05-2019","good","5"
"8337","Asys & Windry","23-05-2019","best","5"
"8338","pearly wonho","23-05-2019","ga bisa buka pesan sama sekali padahal butuh banhet please fix it!","1"
"8339","Gema Putri Utami","23-05-2019","tidak bisa login via facebook. padahal lewat websitenya bisa.","2"
"8340","Tian","23-05-2019","setiap kali feed terupdate karena tersambung ke internet, tampilan feed selalu kembali ke atas, jadi user harus scroll ke bawah lagi","4"
"8341","Dira Fatrina","23-05-2019","tidak bisa lihat pesanan yang harus dikirim. chat juga tidak muncul. perlu update lagi nih","3"
"8342","nuke dhayola","23-05-2019","So far sih good, belanja ok+freeong, tp aplikasi ini rada berat. Beda sama aplikasi olshop sebelah. Aplikasi sebelah walaupun kuota nipis ttp bisa search barang lancar, tp kalo shopee loadingnya lamaaa. Freeong syaratnya tambah lama tambah naik yg awalnya 30rb, 70rb, skg 90rb baru freeong. Tp so far...Full Review","5"
"8343","Rio Christian","23-05-2019","untuk saat ini, fitur chat ke seller spertinya kurang brfungsi, saya juga tidak bisa ngecheck proses pesanan saya. mohon diperbaiki","2"
"8344","rindu putri sehati","23-05-2019","Tiba-tiba shopeenya ngeblank klo di buka,gak loading gak apa,putih aja gak bsa ngapain2,padahal ada yg mau dicari 😢","2"
"8345","Karvina Palupi","23-05-2019","Used to like Shopee alot. But I will have to give them 1 star now. Home page loads sooooo slow. Too much useless programs they put on. Service is horrible. Asking refund is so annoying, can not load pics from gallery, or taking new pic through camera always exceeds the limit. My money is gone, TWICE...Full Review","1"
"8346","Auliya Yulinar","23-05-2019","good.","4"
"8347","Fani Damargita","23-05-2019","Cs nya gk bisa dihubungi. Sdh kirim brng sdh nyampe diketerangn blm pickup. sekarang settingnya berubah lagi, uang penjualan saya gak bisa dilihat, pusat bantuan gak bisa dikontak.","1"
"8348","Malikush jr","23-05-2019","Blank page, ga bs memproses pesanan. mending bikin app terpisah khusus seller.","2"
"8349","kaesalpinia","23-05-2019","setelah di update malah menu nya jd blank","5"
"8350","Hakiki Nur","23-05-2019","senang sekali belanja disini","5"
"8351","Dodi Setiawan","23-05-2019","sering error.. mau ngecek pesanan jd susah","1"
"8352","Jenifer Megawati","23-05-2019","good","5"
"8353","Arvina Septiana","23-05-2019","i like this, no tipu tipu","4"
"8354","jasmine lukman","23-05-2019","amat sangat lemot","1"
"8355","Pupung Sumirat","23-05-2019","semakin maju yaaa...","5"
"8356","Yossi Apriana","23-05-2019","habis update aplikasi malah g bisa dibuka","1"
"8357","dshe marsinah CF","23-05-2019","good","5"
"8358","novi yanti","23-05-2019","knapa shopee lemot banget skrg.. mau buka tracking susah bgt udh berhari2. saya kecewa","1"
"8359","Hariyadi Yadi","23-05-2019","aplikasi lemot padahal koneksi bagus","1"
"8360","harisa riyandita","23-05-2019","sangat mengecewakan. tanpa alasan yang jelas akun shopee saya tiba2 dibatasi. saya sudah menghubungi CS, menjelaskan dan memberikan bukti2. jawabannya saya melakukan pelanggaran, mempunyai lebih dari 1 akun, padahal ini satu2nya akun shopee saya. sangat dirugikan pihak shopee, karena masih ada sisa ...Full Review","1"
"8361","Sulichah Sulistyaningrum","23-05-2019","sering blank mw checkout aja susah.","3"
"8362","WTF Gaming","23-05-2019","sehabis di update jadi lemot plus banyak bugnya kak mohon diperbaiki. apalagi pada chat tidak bisa tampil dilayar hp dan pada riwayat pesanan juga tidak dapat dilihat terimakasih.","5"
"8363","Moh Auwalur Rizal","23-05-2019","aplikasinya lemot dan berat banget","1"
"8364","Arief","23-05-2019","SUPER BERAT LELET LEMOT HANG FREEZE","1"
"8365","dian puspitasari","23-05-2019","good application","4"
"8366","Dasev","23-05-2019","Kok ga bisa kirim pesan nih? :(🤧🤧🤧🤧","1"
"8367","Alifa Yustisia","23-05-2019","sering blank pdhal internet lancar. mohon diperbaiki fiturnya udah oke. sayang klo sering error pdhal banyak promonya","4"
"8368","yadee 705","23-05-2019","loading lambat di beberapa hp","3"
"8369","Nabila Putri","23-05-2019","👍👍","5"
"8370","hira juwita","23-05-2019","makin sering jamming. input resi susah. cs tidak membantu. payah","1"
"8371","arif zono","23-05-2019","shopy lemot, bagusan aplikasi toko sebelah","1"
"8372","Akhlisyaumil Akhir","23-05-2019","nice","5"
"8373","Lely Liony","23-05-2019","good app","5"
"8374","wenny silvia marinda","23-05-2019","free ongkir still the best","5"
"8375","Dina Karpet karakter 500rb grosir pin bb DA301711","23-05-2019","good app","5"
"8376","Muhammad Anthony","23-05-2019","paten kalii","5"
"8377","charnerd","23-05-2019","ini kenapa kalo mau tarik shopeepay harus pake ktp dulu? emang datanya aman? tokopedia aja enggak pake.","2"
"8378","Muhammad Ihsan","23-05-2019","kaga bisa kirim pesan yeuh -_-","1"
"8379","Riza Derkz","23-05-2019","ini kenapa shoope ga bs muncul halaman depannya cm blank putih di tgl 22 mei","2"
"8380","Ferdinandus Anugrah","23-05-2019","banyak diskonnnnnnnnnnnbnnb","5"
"8381","Alvi Sahrin","23-05-2019","mantap tadi saya ngasih bintang 1 karna tampilan yg mao milih barang lama kebukanya , terima kasih udah ngerespon masalah saya","5"
"8382","adlila enggariski agristian","23-05-2019","errorrrr i cant open the app","1"
"8383","cari rejeki","23-05-2019","good","5"
"8384","Tading Simatupang","22-05-2019","HANYA PROSES REFUND AJA MAKAN WAKTU LAMA BANGET, ALASAN MEDIASI SAMPE BERMINGGU, ITU MEDIASI APA HIBERNASI?","4"
"8385","Yasmin Saniscara","22-05-2019","setelah update malah gak bisa baca pesan chat shopee..😭😭 tolong perbaiki","1"
"8386","Nhora Pagappong","22-05-2019","di upgrade kok kek gini ya.. Chat gak bisa dibaca maupun terkirim padahal providernya gak ada masalah.","1"
"8387","Boy_ Khoir","22-05-2019","good","5"
"8388","Claudio Frederique","22-05-2019","kenapa kok aplikasi nya ga bisa di buka loading nya lama?","3"
"8389","Viliyan Stevanni","22-05-2019","For an app that has many features in it, the capacity to handle all of those features is pretty bad. I often experience the app not loading at all or when it does load, it is in a very slow pace. 3 stars are mainly for the amount of cute stuff and prices that are amazingly affordable, not so much on...Full Review","3"
"8390","lando you","22-05-2019","Good","5"
"8391","Andhini Sekar","22-05-2019","i like this app","5"
"8392","Meyla Ariany","22-05-2019","Shopee kelamaan nih batas waktu pembatalannya kalo pas beli ga diproses2 sama penjual sampe 3 hari msh status dikemas harusnya batal otomatis tp udh 3 hari msh ditambah harus nunggu 2-3 hari lg utk batal otomatis. Mana penjual jg ga responsif ditanyain dichat dicuekin aja. Rugi waktu jadinya nunggu ...Full Review","3"
"8393","asti janika","22-05-2019","ee","1"
"8394","ellis aprilianto","22-05-2019","Sebaiknya customer service perlu di training jiwa dan raganya... sangat sangat tidak membantu. di chat mengenai kendala yg customer hadapi ,eh malah ujung2nya leave chat tanpa memberitahu sepatah katapun.","1"
"8395","Gunadi 125","22-05-2019","hoax doank kerjanya ! bikin voucher gratis ongkir mulai pukul 19.00 wib.saya stand by mulai pukul 18.45 awalnya normal saja aplikasi shopee nya .begitu masuk pukul 19.00 lgs macet ngga bisa KLAIM voucher gratis tsb..saya coba terus sampe 19.30 baru bisa masuk tapi Voucher sudah Habis !! anehnya sela...Full Review","1"
"8396","Cessgai Tan","22-05-2019","mangkin parah jni aplikasi,mo masukin keranjang kok malah katanya jaringan gw bermasalah,pdhl jaringan gw bagus","2"
"8397","Ni Luh","22-05-2019","kenapa setelah diupdate per 22 mei 2019, semua histori belanja saya hilang ???","3"
"8398","Ana Elex","22-05-2019","like","5"
"8399","Leͥgeͣnͫd•","22-05-2019","oke bgt","5"
"8400","Aryo Pandu Subagio","22-05-2019","hai shopee, untuk yg krg beruntung dlm program 10rb uangnya kembali brp lama yah?","3"
"8401","andi ardianto","22-05-2019","oke","5"
"8402","Annisa Darma","22-05-2019","suka bgt pake aplikasi shopee. Tapi koin aku kok suka ilang sendiri ya😪","4"
"8403","Niitaaa aa","22-05-2019","amazing","5"
"8404","Cute Expression","22-05-2019","enough","5"
"8405","dwi handayani","22-05-2019","hay kak kenapa shopee pay ku nggak bisa di regestrasi?? responnya selalu ""maaf sesi telah berakhir, silahkan coba lagi""","3"
"8406","Yudit Aliansyah","22-05-2019","Gak bisa dibuka tolong ini gimana","1"
"8407","Angellya Herman","22-05-2019","good","5"
"8408","Willy Muldani","22-05-2019","good app","5"
"8409","Andri Lesmana","22-05-2019","update terakhir malah bikin eror dan berat. kebanyakan shopee games nya yg diupdate","1"
"8410","Anggi Denti","22-05-2019","Nice","5"
"8411","utha Putra","22-05-2019","Kalau ada masalah, lama penyelesaiannya. Terlalu lama decide dan memberikan email sama yg berulang2 tanpa kepastian jelas","1"
"8412","Bejo Amary","22-05-2019","good","5"
"8413","Jocelyn Kurniawan","22-05-2019","nice","5"
"8414","Fozz Nation","22-05-2019","tolong bikin top up shopee pay pilihan 3 billing soalnya saya sukak pakek pulsa plis makasih","5"
"8415","Fahmi Gozali","22-05-2019","saya tidak bisa berbelanja karena tidak bisa memverifikasi nomor telepon saya. SHITTY SYSTEM!!!","1"
"8416","Laksminta Rukmi","22-05-2019","ga bisa login","2"
"8417","Ela Rahayu","22-05-2019","Awalnya shopee sangat mudah diakses dan proses cepat tetapi kenapa sekarang jadi gini? Saya order sekali kenapa dikirim 2x? Saya bingung. terus notifnya juga suka telat padahal sinyal bagus, semoga layanannya ditingkatkan kembali","5"
"8418","ranggi chintia","22-05-2019","ok","5"
"8419","ahda nizar","22-05-2019","aplikasinya makin lama kok berat ya di android, internet sudah kenceng pakai wifi padahal","4"
"8420","Azka Bdkisyariah","22-05-2019","saya sedikit kecewa krn bbrp kali ongkir saya tdk diganti oleh shopee. saya juga bingung knp ongkir jd nol ke saya pdhl customer pakai voucher gratis ongkir. tolong di tindak lanjuti complain saya di email. thanksssss!!! shopee lagi eror ya?????????????","2"
"8421","Silvia Meiliani","22-05-2019","this shopping app is so slow. Can't load my search for what seems like forever. Once i close the app and open it again then i can re enter what i want to search. Then the result came and..... i cant see who sells the item so i cannot go to what else the dealer sells. I can never buy anything if this...Full Review","1"
"8422","Janez Karimata","22-05-2019","yu","5"
"8423","anies purniati","22-05-2019","Salah satu alasan kemana gaji aku pergi huhuhu abisnya gampang banget tinggal klik terus check out deh 😋😋","5"
"8424","sinta santoso","22-05-2019","basi....","1"
"8425","bayou tachi","22-05-2019","Buka toko tapi list produk yang di jual nggak nongol. Ga ngerti deh app ini gimana, versi website ga bisa listing produk yang mau di jual. Tolong ya kalo mau update lain kali coba cek secara keseluruhan,bukan cuma promosi aja terus yg dipentingin. Thanks","2"
"8426","Yofa Argia","22-05-2019","Harga minimal belanja semakin naik,sekarang malah 120rb😒buat males belanja.. Semoga bisa berkurang lagi, kan enak belanjanya","2"
"8427","Habibz Knife","22-05-2019","good","5"
"8428","Reza Adrian","22-05-2019","saya tidak bisa upload foto shopeepay dr galeri,","1"
"8429","Melki Gaming15","22-05-2019","makin lama akses server makin lambat...padahal jaringan bagus....","3"
"8430","jaya adi","22-05-2019","Mantab sekali, banyak promonya. Untuk saat ini shopee juara lah","5"
"8431","adee lisna","22-05-2019","application slowly","3"
"8432","Elsa Nesia","22-05-2019","Saya pengguna tetap shopee dari awal, tapi kenapa hari ini aplikasi hang tdk bisa akses ya? saya jd tdk bisa melacak pesanan.","3"
"8433","Indra Sukma","22-05-2019","kebanyakan verifikasi anjing","1"
"8434","Firman Syah","22-05-2019","knp sih kalo buka web,,ke sini mulu ,","1"
"8435","Bambang Poerwantono","22-05-2019","Best on line store","5"
"8436","Ramelda Sriyanti","22-05-2019","update sucks!!!","1"
"8437","Sadan Syehabudin","22-05-2019","njir down","1"
"8438","Atsurrr","22-05-2019","its not working in galaxy tab","1"
"8439","jimmy d","22-05-2019","this app is what i need","5"
"8440","Rahmatian Diza","22-05-2019","Bagus saya suka metode cod nya","4"
"8441","jENO owns ME","22-05-2019","overall bagus sih, cuma kadang force stop/ngehang sendiri gitu.","4"
"8442","Dica La Beneamata","22-05-2019","Aplikasi tiba"" jd kaya bangke 22 Mei ga bisa dibuka sama sekali","1"
"8443","Ghina Berty's Feby Nabila","22-05-2019","awesome","5"
"8444","ananta putra","22-05-2019","cucok","5"
"8445","Veronica Losari","22-05-2019","feature chat dg penjual sering error. chat saya dg penjual tidak terdisplay","1"
"8446","Quio Adv","22-05-2019","you just fix the bugs on May 16 2019 and this day is May 22 2019!!? why is always asking phone verification (but cant verified till now with (12 time prefect OTP))and can't order (or check out in your word) before I get verified, I can't buy my stuff on website its asking me to download this app, an...Full Review","1"
"8447","Gigih Prihanto","22-05-2019","Aplikasiny kurang bagus, loading lama dibanding aplikasi jual beli sebelah,, sering muncul blank doang, harus re open baru kebuka..semoga segera diperbaiki","2"
"8448","Nina Ward J","22-05-2019","loveee shoppeeee","5"
"8449","Tata Hellena Bennito","22-05-2019","tul","5"
"8450","McCray Willisten","22-05-2019","Jangka waktu pengembalian dana terlalu lama. Event serba 10 ribu yang sia-sia, dana yang telah disetor tidak bisa diputar kembali karena dana yang tidak kunjung kembali. Notifikasi 2x24 jam pengembalian hanya omong kosong. Bukan masalah besar dana yang harus dikembalikan, tapi masalah kredibilitas. ...Full Review","1"
"8451","Alex Tju","22-05-2019","Shopee sangat membantu saya dalam belanja","5"
"8452","Andi Sofyan Mara","22-05-2019","knp skr kl chat ga bs ya min? halaman blank..dan tracking brg yg dipesan jg sama brg dikemas dll jg blank??","3"
"8453","Fuk Yu","22-05-2019","Gg dah, terpercaya, tapi pengantaran setiap barang masih lama untuk sampai","4"
"8454","Fifi Afriani","22-05-2019","let stars talk...","5"
"8455","Cahyanti Widyasari","22-05-2019","very good","5"
"8456","Y MRL","22-05-2019","pesanya kadang fak bisa di buka","1"
"8457","astrid warlan","22-05-2019","good","5"
"8458","Clarissa Gunawan","22-05-2019","always asking new phone number and never delivered OTP","1"
"8459","Fadhlillah Ramadhanti","22-05-2019","shoppee ok bgt","5"
"8460","Rere Billaher","22-05-2019","kirain setelah update bakal bener tp nyatanya saya gak bisa naikin produk saya sbg seller,, yaampun 😪.. percuma update kalo hasilnya sama aja","1"
"8461","Muji Jeje","22-05-2019","sangat membantu saya","5"
"8462","susanti raharja","22-05-2019","selalu memuaskan belanja di shopee, terima kasih. semoga selalu👍","5"
"8463","Christiana ZUBE","22-05-2019","berandanya gk bisa kebuka.. tampilannya cuma putih","3"
"8464","alex properti","22-05-2019","good","5"
"8465","vitria v","22-05-2019","sangat membantu","5"
"8466","Desta Triwibowo","22-05-2019","Bagus","5"
"8467","pahri","22-05-2019","aplikasi saya errror kenapa ini, tolong di dibantu kenapa hari ini tidak dapat digunakan.","4"
"8468","Windyana Wijaya","22-05-2019","setelah diupdate makin kacau tampilannya sering blank, cek produk aja blank, tapi buat cs call center saya akui masih lebih baik dan cepat dibanding sebelah","2"
"8469","Briyan Asc","22-05-2019","Lemot gini","4"
"8470","Chusnul Khotimah","22-05-2019","Tukang nilep uang orang! Pembatasan akun dan pemblokiran semena2 walaupun gak salah ya di ban. Uang di makan sama shopee.","1"
"8471","Gina Rahayu","22-05-2019","knpaa aplikasi saya gk bisa dibuka padahal udah saya update beberapa kali","3"
"8472","Fajar Pambudi","22-05-2019","Great online shoping apps, but please fix apps we need more faster and more responsive","5"
"8473","mardiana wirasmi","22-05-2019","eror terus","1"
"8474","Maruko Chan","22-05-2019","terlalu sering update belum sebulan sudah beberapa kali update","1"
"8475","mey mey","22-05-2019","kenapa saya buka aplikasinya ga bisa ya di hape? tapi sy buka lewat browser bisa, tapi sy tidak bisa melihat pesanan saya..","4"
"8476","Rika Dwi","22-05-2019","setiap abis di update suka keluar sendiri😖","3"
"8477","PT. SINARMAS Multifinance","22-05-2019","the best","5"
"8478","Ahmad Muhlasin","22-05-2019","Please, fix the bug. i can't open home and mall","2"
"8479","Ariesty Vandas","22-05-2019","Aplikasi shopee setelah update versi paling baru jadi lemot, blank putih halaman home nya","1"
"8480","Rahmat sakti","22-05-2019","selalu muncul Notif buat update","1"
"8481","Stefani Kusno","22-05-2019","tolong di perbanyak pilihan bank nya ya kak, saya punya nya baru cimb niaga","3"
"8482","Fransiska Maria","22-05-2019","👌😎👍🙏😱😭😖🤧😁✅😄😂😘😍🤣😊😅🤭😜😆😇❤️🙄😚","5"
"8483","Mahfirotul Laela","22-05-2019","aplikasi olshop paling bagus yang pernah aku pakai dibandingkan yang lain. Good job shopee 👍🏻👌🏻","5"
"8484","salimin m karsa","22-05-2019","sangt membantu","4"
"8485","MM","22-05-2019","ok","5"
"8486","Itan Permana","22-05-2019","loading very very slow","1"
"8487","Mutia Al-Fasana","22-05-2019","shopee kebanggaan keluarga ku","5"
"8488","A Google user","22-05-2019","Shopee... Please ini abis update gabisa nge chat sama sekali.. Buka toko lemot banget... Buka status pengiriman aja gabisa. 😭😭😭","1"
"8489","Gita Maulana","22-05-2019","good","4"
"8490","GH BENI WAHYU","22-05-2019","Kenapa Chat saya gk nampak lagi,,,,,???? Pada hal saya ingin tahu tentang barang yg mau saya pesan, takut salah kirim makanya saya tanya2 trus...","4"
"8491","Albert Cahyadi","22-05-2019","good","5"
"8492","althaf rizka","22-05-2019","hai, admin. ini kenapa ya aplikasinya kok setiap saya buka chat, dan status pengiriman barang tidak muncul apa2. saya kira karna blm di update tp setelah update jg masih tdk muncul apa2. mohon diperbaiki.","3"
"8493","Mc Gopher","22-05-2019","unaccessible","1"
"8494","Cakra Andika Putera","22-05-2019","Sistem OTP terparah, kirim OTP lama banget dan pas udah masuk OTPnya sering salah dan harus kirim OTP lagi, sangat kecewa dengan sistem ini.","1"
"8495","cindy tandika","22-05-2019","tolong diperbaiki appnya. jaringan internet full di bilang tidak ada koneksi. app sering hank","1"
"8496","chendy arfianti","22-05-2019","didn't get verification code til now!!, pls fix it asap tq","1"
"8497","angga oktaviana","22-05-2019","Setelah update jadi aneh, sudah pesen barang tapi ga muncul di item ""belum dibayar"". Jadi gimana cara saya untuk bayar pesanan saya. Ikon di keranjang masih ada item tapi ketika dibuka kosong. my wishtlist sebagian hilang, akun disconnect eengan sendirinya. Payah bener updatenya.","2"
"8498","Maulana Harun Ar Rasyid","22-05-2019","lemot","1"
"8499","Tini Diara","22-05-2019","i like this online shopping. really trusted","5"
"8500","Adiati Kuryana","22-05-2019","app nya sangat bagus dan sangat membantu utk mendapatkan barang dgn harga yg murah dan kualitas yg bagus","5"
"8501","Rafdi Luthfan Fakhrusy","22-05-2019","Ini kenapa abis diupdate kok error tampilan putih semua ??","2"
"8502","Mail 89","22-05-2019","good","4"
"8503","Angga Tri Prabowo","22-05-2019","Asik sih belanjannya mudah. Tp Ini app nya suka lambat dan tidak stabil / kurang responsive. Mohon dibenahi. 5 bintang kalo udah stabil.","3"
"8504","alfonza candra","22-05-2019","mancay🤘🤘🤘","5"
"8505","mlg","22-05-2019","useful","5"
"8506","Gerry Saputro","22-05-2019","Niat mau cobain Shopee, eh parah mau checkout aja nggak bisa, udh masukin kode OTP balik lagi suruh aktif-in no. telp lagi, pdhl udh berulang2 kali masukin OTP. Udh clear cache, logout login, masih aja blm bisa. Worst customer experience ever. 👎🏻","1"
"8507","Sahudin 04","22-05-2019","otp nya ga ke kirim kirim udah kirim ulang berkali kali, nungguin berjam jam ga bisa, kecewa lah","1"
"8508","Azhurawasalwa Wasalwa","22-05-2019","im sorry but..","5"
"8509","niki kurniasti","22-05-2019","tampilan sering eror, chat hilang","2"
"8510","Fajarudin Al Farisi","22-05-2019","ok","4"
"8511","Melati Armandita","22-05-2019","bp","5"
"8512","khj kirana","22-05-2019","setelah sempet eror beberapa hari lalu,tampilan app saat pemilihan varian barang jd aneh. begitu di klik varian yy di inginkan malah muncul 'jaringan bermasalah'. padahal sinyal wifi maupun data baik"" saja dan aplikasi lain lancar"" saja. cm shopee yg gak bs. tolong dong solusinya. ini saya sudah uni...Full Review","1"
"8513","Asshohwah TV","22-05-2019","Why can't I change my phone number? The continue bottom can't be clicked","1"
"8514","David Petra Chendana","22-05-2019","aplikasi nya sangat tidak bagus, saya sudah verifikasi nomor telfon berkali-kali, data kembali hilang, sudah disimpan kembali hilang, aplikasi yang sangat buruk","1"
"8515","Annisa vf","22-05-2019","tolong dong pelayanannya yg benar, saya mau tarik uang dari ShopeePay ke rekening saya tapi setiap verifikasi ktp bilangnya ""server error"". gitu aja terus, sengaja biar uangnya tetep disitu yaa? bikin saya jadi suudzon kalo shopee nahan nahan duit pelanggannya.","1"
"8516","Aura Kirana","22-05-2019","Bagus sih tapi, kode posnya kok ga bisa diganti ya min?","5"
"8517","Nyonya Fathimah","22-05-2019","good","5"
"8518","Midnight Star","22-05-2019","My favorite app for buying things online. I love the platform. The app can get really slow at times though. My problem is that I did not receive my vouchers. It said I had claimed it successfully but it did not appear in my voucher list. I didn't get the monthly free shipping voucher (1 May - 30 May...Full Review","2"
"8519","Lia Famelia","22-05-2019","enak sekarang udah bisa cod, kalo bisa semua toko mendukung pembayaran cod","3"
"8520","niken fadillah","22-05-2019","i hope i can give zero or negative star","1"
"8521","Yuwono Lukito","22-05-2019","saya dulu hanya berbelanja di shopee. sejak penanganan masalah yg jelek, saya skrg mulai melirik lapak berbelanja yang lain.","1"
"8522","Nanda ThePublic","22-05-2019","knp pas diupdate malah app not installed?","4"
"8523","Rayyan.a channel","22-05-2019","Thank you shopee","5"
"8524","Mety Ometz","22-05-2019","Sekarang main kuis shopee ajanada EXTRA LIFE nyaa?! What the Hell","4"
"8525","Rizki Rama","22-05-2019","sip","3"
"8526","tegar dimas pradana","22-05-2019","spam iklan","1"
"8527","Kang Cukur Official","22-05-2019","padahal udh top up saldo shopeepay, tapi pas mau belanja malah gak bisa masukin pin shopeepay nya. kan anjing !","1"
"8528","Fredy Chris","22-05-2019","Banyak promo di e-commerce ini. Barang lumayan lengkap. Tetapi, Banyak seller yang tidak profesional disini dibandingkan seller di e-commerce lain dan Customer Service tidak dapat membantu menyelesaikan masalah anda dengan baik. Semoga diperbaiki ke depannya.","1"
"8529","Silvanus Raymond5647","22-05-2019","seru banyak promonya😊","5"
"8530","matalino lino","22-05-2019","kok sya pesan gak bisa","1"
"8531","anak kampung","21-05-2019","just one word.. excellent","5"
"8532","Alexander Biantoro","21-05-2019","tidak bisa konfirmasi no HP","3"
"8533","Rizky Farhan","21-05-2019","apakah saya bisa bertemu blackpink?","5"
"8534","Niswa Mukti","21-05-2019","good amazing","5"
"8535","reisha alifia","21-05-2019","waww, the price of the produc is cheaper than other application💛","5"
"8536","iput quw","21-05-2019","shopee yess 🤩🤩","5"
"8537","barokah nm","21-05-2019","very good online shop","5"
"8538","Irfan Aje","21-05-2019","lemot","1"
"8539","Kalani A. Shanum","21-05-2019","pelanggan setia dari awal release, sampai sekarang sudah banyak dapat potongan harga dan gratis ongkir, biaa menghemat budget dan tentunya menghemat waktu mencari keperluan pribadi.","5"
"8540","Dhamas Wardhana","21-05-2019","enggak bisa ikutan kuis di Asus Zenpad 7","2"
"8541","keyszia cover","21-05-2019","bagus .","4"
"8542","Andreas Bagus","21-05-2019","BURUK SEKALI.. SAYA TIDAK BISA BELANJA DI SHOPEE, AKUN SAYA DIBILANG MELANGGAR KEBIJAKAN SHOPEE, PADAHAL SAYA BARU BIKIN AKUN. SAYA JUGA TIDAK BISA VERIFIKASI NOMOR HANDPHONE, KODE OTP NYA TIDAK PERNAH TERKIRIM. LEBIH BAGUS TOKOPEDIA DARIPADA SHOPEE. TINGKATKAN PELAYANANMU SHOPEE!!!!!!","1"
"8543","aik abd roqib","21-05-2019","yes i love","5"
"8544","Textting Song","21-05-2019","so good","5"
"8545","Restu -","21-05-2019","very helpfull for sellers and buyers to make a secure and pleaseant transaction","5"
"8546","Slamet Susanto","21-05-2019","aplikasi bagus...mantap","5"
"8547","Felicia Then","21-05-2019","good","5"
"8548","Elvin Boers","21-05-2019","Sebagai penjual dan pembeli Shopee sangat mudah, aman, dan nyaman. Sukses selalu...","4"
"8549","Fina fairuz nisa","21-05-2019","loading terus, mau ke keranjang loading gak selesai2. gak bisa belanja sama sekali. udah di clear cache, sinyal ok, bahkan udah dicoba dibuka abis reboot, tetep gak bisa. mks","1"
"8550","siti syarifah","21-05-2019","gabisa klil beli dan masukan ke.keranjang. katanya suru periksa koneksi internet. internet aja lancar jaya","4"
"8551","cyn2nike","21-05-2019","👌","5"
"8552","Le Di","21-05-2019","kualitas layanan pelanggan shopee Jelek banget, Gak Sopan kok tiba2 End Chat, smntr pesanan pulsa sy 30jam blm masuk juga. aneh","1"
